_id,state,event,venue,Year,time,food_type,food,budget
000006de,Manipur,Wedding,Outdoor,2016,Afternoon,,,59713
000006df,Telangana,First Holy Communion,Both,2019,Evening,Vegetarian,,661084
000006e0,Meghalaya,Birthday,Outdoor,2013,Afternoon,Vegetarian,,1002292
000006e1,Mizoram,Conference,Indoor,2019,Evening,Vegetarian,,232365
000006e2,Himachal Pradesh,First Holy Communion,Indoor,2011,Evening,Specific,Kerala Style,339244
000006e3,Sikkim,Wedding,Outdoor,2015,Evening,Vegetarian,,1039530
000006e4,Karnataka,Housewarming,Both,2018,Evening,,,1251987
000006e5,Telangana,First Holy Communion,Both,2011,Morning,,,529666
000006e6,Nagaland,Baptism,Outdoor,2011,Afternoon,Non-vegetarian,,1329288
000006e7,Tripura,Birthday,Outdoor,2013,Evening,Non-vegetarian,,1819765
000006e8,Jharkhand,Engagement,Both,2011,Evening,,,1219170
000006e9,Haryana,Conference,Outdoor,2014,Afternoon,Specific,Goan,590365
000006ea,West Bengal,Engagement,Both,2019,Afternoon,,,670286
000006eb,Rajasthan,Orientation,Both,2018,Afternoon,Specific,South Indian,1667182
000006ec,Maharashtra,Wedding,Outdoor,2012,Evening,Vegetarian,,1282287
000006ed,Arunachal Pradesh,Engagement,Both,2010,Afternoon,Specific,Kerala Style,467865
000006ee,Kerala,Engagement,Indoor,2015,Afternoon,Vegetarian,,1370536
000006ef,Punjab,Orientation,Indoor,2010,Morning,Specific,Goan,1339943
000006f0,Bihar,Orientation,Outdoor,2018,Afternoon,Non-vegetarian,,1655309
000006f1,Telangana,Orientation,Outdoor,2019,Afternoon,Non-vegetarian,,1819882
000006f2,Tripura,Baptism,Outdoor,2011,Morning,,,335399
000006f3,Meghalaya,Orientation,Both,2011,Evening,,,981399
000006f4,Kerala,Birthday,Indoor,2012,Morning,,,1153912
000006f5,Arunachal Pradesh,Orientation,Outdoor,2013,Afternoon,,,321506
000006f6,Punjab,Wedding,Indoor,2018,Evening,,,1441929
000006f7,Arunachal Pradesh,Conference,Outdoor,2018,Morning,Specific,North Indian,1471177
000006f8,Gujarat,Birthday,Indoor,2011,Evening,Vegetarian,,523889
000006f9,Jharkhand,Wedding,Indoor,2019,Afternoon,Vegetarian,,1633015
000006fa,Uttar Pradesh,Housewarming,Outdoor,2010,Morning,,,1988222
000006fb,Bihar,Orientation,Indoor,2016,Morning,,,174160
000006fc,Sikkim,First Holy Communion,Both,2010,Afternoon,Vegetarian,,1040520
000006fd,Meghalaya,Conference,Indoor,2014,Evening,,,1074664
000006fe,Chhattisgarh,Wedding,Both,2013,Morning,Specific,Kerala Style,1396457
000006ff,Tamil Nadu,Conference,Indoor,2011,Afternoon,Vegetarian,,359957
00000700,Karnataka,First Holy Communion,Outdoor,2010,Morning,Non-vegetarian,,790722
00000701,Uttar Pradesh,Conference,Both,2013,Morning,Non-vegetarian,,1495058
00000702,Manipur,Conference,Outdoor,2011,Morning,Vegetarian,,1009107
00000703,Meghalaya,First Holy Communion,Outdoor,2015,Afternoon,,,114835
00000704,Maharashtra,Wedding,Outdoor,2015,Morning,Non-vegetarian,,705667
00000705,Himachal Pradesh,Housewarming,Indoor,2011,Evening,Specific,Goan,1997161
00000706,Nagaland,Birthday,Outdoor,2012,Morning,Vegetarian,,634062
00000707,Goa,Wedding,Both,2014,Evening,Non-vegetarian,,1097790
00000708,Tripura,Engagement,Indoor,2016,Morning,,,81255
00000709,Rajasthan,Conference,Outdoor,2014,Afternoon,Vegetarian,,363283
0000070a,Himachal Pradesh,Housewarming,Outdoor,2018,Morning,Specific,Goan,80195
0000070b,Goa,Housewarming,Outdoor,2012,Evening,Non-vegetarian,,300311
0000070c,Karnataka,First Holy Communion,Indoor,2010,Evening,Specific,North-East Style,68100
0000070d,Himachal Pradesh,Conference,Outdoor,2010,Evening,Specific,Kerala Style,350937
0000070e,Maharashtra,Wedding,Outdoor,2011,Evening,Specific,North-East Style,444457
0000070f,Rajasthan,Engagement,Both,2019,Evening,,,450799
00000710,West Bengal,Baptism,Indoor,2013,Morning,Non-vegetarian,,896285
00000711,Kerala,Engagement,Indoor,2011,Afternoon,Vegetarian,,1137433
00000712,Telangana,Conference,Indoor,2018,Evening,,,557983
00000713,Uttar Pradesh,Baptism,Outdoor,2019,Morning,Specific,Kerala Style,936258
00000714,Tamil Nadu,Wedding,Both,2019,Morning,Non-vegetarian,,1223437
00000715,Arunachal Pradesh,Engagement,Outdoor,2010,Evening,Specific,North Indian,316811
00000716,Kerala,Engagement,Outdoor,2019,Morning,,,316742
00000717,Sikkim,Wedding,Indoor,2012,Evening,Vegetarian,,1371009
00000718,Kerala,First Holy Communion,Indoor,2011,Morning,,,142360
00000719,Chhattisgarh,Orientation,Outdoor,2017,Morning,,,615962
0000071a,Uttar Pradesh,Conference,Indoor,2014,Morning,Specific,South Indian,1050743
0000071b,Karnataka,Baptism,Indoor,2013,Afternoon,,,96095
0000071c,West Bengal,Conference,Outdoor,2014,Evening,Vegetarian,,1314271
0000071d,Madhya Pradesh,Housewarming,Outdoor,2015,Morning,Vegetarian,,962510
0000071e,Nagaland,Conference,Outdoor,2019,Afternoon,Vegetarian,,1180108
0000071f,Andhra Pradesh,Birthday,Both,2013,Morning,Non-vegetarian,,174926
00000720,Andhra Pradesh,Orientation,Indoor,2019,Afternoon,Specific,Goan,393046
00000721,Manipur,Orientation,Outdoor,2019,Evening,,,1917838
00000722,Himachal Pradesh,Orientation,Both,2016,Afternoon,Vegetarian,,954121
00000723,West Bengal,Orientation,Indoor,2010,Afternoon,Specific,North-East Style,694285
00000724,Telangana,Birthday,Outdoor,2015,Afternoon,Specific,Goan,1461039
00000725,Madhya Pradesh,Engagement,Both,2016,Morning,Specific,Goan,192877
00000726,Manipur,Engagement,Indoor,2017,Evening,Specific,North-East Style,893195
00000727,Haryana,Wedding,Indoor,2015,Morning,Non-vegetarian,,112633
00000728,Telangana,Orientation,Indoor,2013,Evening,Specific,North-East Style,813735
00000729,Rajasthan,Orientation,Both,2015,Afternoon,Non-vegetarian,,1726763
0000072a,Assam,Wedding,Outdoor,2016,Afternoon,Vegetarian,,1598869
0000072b,Andhra Pradesh,Wedding,Indoor,2013,Afternoon,Non-vegetarian,,575289
0000072c,Telangana,First Holy Communion,Outdoor,2015,Morning,Vegetarian,,221754
0000072d,Uttarakhand,Engagement,Indoor,2010,Afternoon,Vegetarian,,594676
0000072e,Maharashtra,Baptism,Indoor,2014,Afternoon,,,423445
0000072f,Tamil Nadu,Orientation,Indoor,2014,Evening,Vegetarian,,306691
00000730,Madhya Pradesh,Engagement,Both,2017,Afternoon,,,1204561
00000731,Bihar,Engagement,Indoor,2019,Afternoon,,,1438112
00000732,Sikkim,Wedding,Outdoor,2012,Evening,Non-vegetarian,,88346
00000733,Gujarat,First Holy Communion,Outdoor,2015,Afternoon,Non-vegetarian,,448770
00000734,Maharashtra,Engagement,Indoor,2015,Evening,,,1076033
00000735,Arunachal Pradesh,Baptism,Outdoor,2017,Morning,Vegetarian,,104940
00000736,Nagaland,Housewarming,Outdoor,2010,Morning,Non-vegetarian,,57785
00000737,Assam,Birthday,Outdoor,2016,Morning,Non-vegetarian,,278187
00000738,Madhya Pradesh,Engagement,Indoor,2013,Evening,Vegetarian,,1652578
00000739,Andhra Pradesh,Orientation,Outdoor,2016,Afternoon,Specific,North-East Style,740630
0000073a,Uttarakhand,Housewarming,Indoor,2018,Afternoon,Non-vegetarian,,908214
0000073b,West Bengal,First Holy Communion,Outdoor,2013,Evening,Vegetarian,,1296318
0000073c,Haryana,Birthday,Both,2011,Evening,,,1488913
0000073d,Odisha,Housewarming,Both,2015,Afternoon,Vegetarian,,601071
0000073e,Rajasthan,First Holy Communion,Outdoor,2017,Afternoon,,,941051
0000073f,Haryana,Engagement,Outdoor,2018,Morning,Specific,South Indian,874365
00000740,Meghalaya,Baptism,Indoor,2013,Evening,Specific,Kerala Style,957147
00000741,Punjab,Engagement,Indoor,2012,Afternoon,Vegetarian,,695666
00000742,Uttar Pradesh,Housewarming,Both,2017,Evening,Specific,South Indian,1629369
00000743,Jharkhand,First Holy Communion,Indoor,2019,Morning,Vegetarian,,811200
00000744,Odisha,First Holy Communion,Indoor,2010,Morning,,,438114
00000745,Bihar,Wedding,Outdoor,2019,Morning,Specific,Goan,317807
00000746,Himachal Pradesh,Engagement,Both,2018,Evening,Vegetarian,,150813
00000747,Karnataka,Baptism,Indoor,2019,Afternoon,Specific,Goan,1890693
00000748,Mizoram,Wedding,Outdoor,2013,Afternoon,Non-vegetarian,,1569086
00000749,Rajasthan,Wedding,Outdoor,2016,Morning,Vegetarian,,705099
0000074a,Nagaland,Wedding,Both,2013,Evening,Non-vegetarian,,737610
0000074b,Telangana,Engagement,Indoor,2016,Evening,Vegetarian,,1225185
0000074c,Kerala,First Holy Communion,Outdoor,2012,Afternoon,Specific,Kerala Style,736675
0000074d,Bihar,Engagement,Indoor,2012,Afternoon,Vegetarian,,898240
0000074e,Uttar Pradesh,Birthday,Indoor,2014,Morning,Specific,North-East Style,645086
0000074f,Goa,Conference,Both,2011,Morning,Non-vegetarian,,1431376
00000750,Telangana,Baptism,Indoor,2018,Morning,Vegetarian,,1590392
00000751,Andhra Pradesh,Conference,Both,2011,Morning,Vegetarian,,478187
00000752,Jharkhand,Baptism,Outdoor,2010,Afternoon,Specific,North-East Style,1861157
00000753,West Bengal,Orientation,Outdoor,2019,Morning,Specific,North-East Style,935289
00000754,Karnataka,First Holy Communion,Outdoor,2012,Morning,Specific,North-East Style,883322
00000755,Gujarat,Orientation,Indoor,2010,Morning,Specific,Kerala Style,1750463
00000756,Odisha,Wedding,Indoor,2017,Afternoon,Specific,Goan,1704358
00000757,Mizoram,Wedding,Outdoor,2014,Evening,Specific,North-East Style,1484043
00000758,Andhra Pradesh,Orientation,Indoor,2013,Evening,Specific,North Indian,767129
00000759,Andhra Pradesh,Wedding,Outdoor,2016,Evening,Vegetarian,,174462
0000075a,Assam,First Holy Communion,Indoor,2010,Morning,,,252663
0000075b,Haryana,Birthday,Outdoor,2019,Evening,Non-vegetarian,,143803
0000075c,Nagaland,Engagement,Outdoor,2014,Morning,Vegetarian,,435672
0000075d,Tripura,Orientation,Outdoor,2015,Afternoon,Vegetarian,,1868582
0000075e,Assam,Orientation,Outdoor,2019,Afternoon,Specific,North-East Style,601103
0000075f,Uttarakhand,Wedding,Indoor,2016,Evening,Specific,South Indian,294412
00000760,Haryana,Conference,Both,2015,Evening,,,589748
00000761,Rajasthan,Birthday,Both,2011,Afternoon,Non-vegetarian,,1722384
00000762,Assam,Wedding,Indoor,2015,Evening,Specific,South Indian,1876198
00000763,Assam,First Holy Communion,Indoor,2016,Evening,Non-vegetarian,,859437
00000764,Odisha,Engagement,Indoor,2016,Evening,,,1827136
00000765,Uttarakhand,Engagement,Indoor,2019,Morning,Specific,North Indian,1127379
00000766,Chhattisgarh,Engagement,Both,2018,Afternoon,Specific,North Indian,1956817
00000767,Odisha,First Holy Communion,Indoor,2017,Evening,,,100037
00000768,Andhra Pradesh,Housewarming,Indoor,2014,Morning,Non-vegetarian,,1466638
00000769,Uttarakhand,Housewarming,Outdoor,2019,Evening,Non-vegetarian,,208207
0000076a,Manipur,Conference,Both,2010,Morning,,,92753
0000076b,Nagaland,Wedding,Indoor,2010,Afternoon,Specific,South Indian,702271
0000076c,Himachal Pradesh,Conference,Indoor,2014,Evening,Specific,North Indian,707072
0000076d,Himachal Pradesh,Wedding,Indoor,2018,Evening,,,181618
0000076e,Tripura,Engagement,Indoor,2015,Afternoon,Specific,Kerala Style,335581
0000076f,Jharkhand,First Holy Communion,Outdoor,2016,Evening,Non-vegetarian,,1904997
00000770,Chhattisgarh,Engagement,Indoor,2012,Morning,Non-vegetarian,,427733
00000771,Madhya Pradesh,Birthday,Outdoor,2017,Afternoon,Non-vegetarian,,571267
00000772,Rajasthan,Birthday,Both,2012,Afternoon,,,484263
00000773,Sikkim,First Holy Communion,Outdoor,2018,Morning,Vegetarian,,747227
00000774,Rajasthan,First Holy Communion,Outdoor,2018,Afternoon,,,292569
00000775,West Bengal,Orientation,Indoor,2019,Afternoon,,,1039473
00000776,Punjab,Orientation,Outdoor,2013,Evening,,,53382
00000777,Andhra Pradesh,Orientation,Indoor,2011,Afternoon,,,259679
00000778,Telangana,Baptism,Both,2018,Evening,,,1775570
00000779,West Bengal,Baptism,Indoor,2014,Morning,Non-vegetarian,,1350202
0000077a,Manipur,Birthday,Outdoor,2011,Morning,Vegetarian,,1670381
0000077b,Andhra Pradesh,Birthday,Indoor,2017,Evening,Vegetarian,,579038
0000077c,Arunachal Pradesh,Housewarming,Both,2014,Morning,,,1083966
0000077d,Nagaland,Housewarming,Outdoor,2016,Afternoon,,,1482832
0000077e,Bihar,Conference,Both,2013,Morning,Non-vegetarian,,1908448
0000077f,Arunachal Pradesh,Housewarming,Outdoor,2016,Evening,Non-vegetarian,,1297520
00000780,Bihar,First Holy Communion,Outdoor,2011,Evening,,,707629
00000781,Uttarakhand,Orientation,Outdoor,2013,Morning,Specific,South Indian,147204
00000782,Maharashtra,Orientation,Outdoor,2015,Morning,Vegetarian,,1206942
00000783,Karnataka,Orientation,Outdoor,2019,Evening,,,1957864
00000784,Goa,Baptism,Outdoor,2019,Afternoon,Non-vegetarian,,1822839
00000785,West Bengal,Baptism,Indoor,2012,Afternoon,Specific,Kerala Style,857578
00000786,West Bengal,Orientation,Outdoor,2010,Afternoon,Vegetarian,,1353952
00000787,West Bengal,Orientation,Outdoor,2016,Morning,Non-vegetarian,,1821774
00000788,Assam,Housewarming,Indoor,2010,Evening,,,1959638
00000789,Tamil Nadu,Orientation,Indoor,2013,Morning,,,1239904
0000078a,Kerala,Housewarming,Indoor,2012,Evening,Non-vegetarian,,1635120
0000078b,Assam,Housewarming,Outdoor,2019,Afternoon,,,86530
0000078c,Goa,Engagement,Indoor,2018,Evening,,,1083968
0000078d,Maharashtra,Engagement,Both,2013,Morning,Vegetarian,,1620753
0000078e,Punjab,Wedding,Outdoor,2010,Evening,Vegetarian,,597228
0000078f,Himachal Pradesh,Conference,Indoor,2016,Morning,Non-vegetarian,,851740
00000790,Gujarat,Birthday,Indoor,2019,Afternoon,Specific,Kerala Style,1425259
00000791,Maharashtra,Engagement,Both,2018,Evening,Vegetarian,,1813903
00000792,Kerala,Birthday,Indoor,2012,Evening,Vegetarian,,506642
00000793,West Bengal,Orientation,Indoor,2012,Afternoon,Non-vegetarian,,1551651
00000794,Meghalaya,Wedding,Outdoor,2012,Morning,,,70110
00000795,Tripura,Conference,Outdoor,2018,Afternoon,Specific,North-East Style,1880710
00000796,Uttarakhand,Conference,Both,2018,Evening,Non-vegetarian,,1098898
00000797,Andhra Pradesh,First Holy Communion,Indoor,2010,Morning,Specific,North Indian,1069363
00000798,Manipur,Birthday,Outdoor,2013,Evening,Vegetarian,,1792691
00000799,Sikkim,Baptism,Outdoor,2011,Morning,Non-vegetarian,,1255735
0000079a,Haryana,Conference,Indoor,2015,Afternoon,Non-vegetarian,,116437
0000079b,Karnataka,Housewarming,Outdoor,2012,Evening,Vegetarian,,919798
0000079c,Meghalaya,Orientation,Outdoor,2016,Afternoon,,,545590
0000079d,Rajasthan,Birthday,Both,2010,Afternoon,,,543332
0000079e,Jharkhand,Engagement,Indoor,2014,Afternoon,Vegetarian,,1423131
0000079f,Sikkim,Wedding,Both,2015,Evening,Non-vegetarian,,546124
000007a0,Sikkim,Housewarming,Indoor,2014,Morning,,,1078002
000007a1,Meghalaya,Conference,Both,2017,Morning,Specific,North Indian,396554
000007a2,Rajasthan,Orientation,Indoor,2019,Evening,,,921649
000007a3,Andhra Pradesh,Conference,Indoor,2011,Evening,Non-vegetarian,,1571623
000007a4,Punjab,Wedding,Indoor,2012,Evening,,,260199
000007a5,Himachal Pradesh,Housewarming,Indoor,2019,Evening,Non-vegetarian,,761015
000007a6,Uttar Pradesh,First Holy Communion,Both,2011,Afternoon,Vegetarian,,830184
000007a7,Andhra Pradesh,Engagement,Indoor,2016,Afternoon,,,911617
000007a8,Gujarat,Engagement,Outdoor,2019,Evening,Specific,Kerala Style,180910
000007a9,Bihar,Wedding,Outdoor,2012,Evening,Vegetarian,,637067
000007aa,Bihar,Baptism,Both,2011,Afternoon,Non-vegetarian,,1938958
000007ab,Bihar,Engagement,Indoor,2016,Evening,Vegetarian,,344831
000007ac,Himachal Pradesh,Housewarming,Outdoor,2019,Morning,Non-vegetarian,,900581
000007ad,Assam,Orientation,Indoor,2013,Evening,Vegetarian,,304214
000007ae,Andhra Pradesh,Orientation,Both,2019,Evening,Specific,Kerala Style,246627
000007af,Kerala,Wedding,Indoor,2014,Evening,Specific,South Indian,848183
000007b0,Arunachal Pradesh,Wedding,Indoor,2017,Evening,Specific,Goan,104083
000007b1,Uttar Pradesh,Orientation,Both,2014,Afternoon,Non-vegetarian,,666623
000007b2,Karnataka,Engagement,Outdoor,2015,Morning,Specific,North Indian,1644155
000007b3,Uttar Pradesh,Wedding,Indoor,2011,Morning,Non-vegetarian,,1989076
000007b4,Uttarakhand,Birthday,Both,2019,Morning,Specific,North-East Style,707704
000007b5,Andhra Pradesh,First Holy Communion,Both,2014,Afternoon,,,378878
000007b6,Kerala,Engagement,Both,2011,Afternoon,Specific,South Indian,903605
000007b7,Punjab,First Holy Communion,Outdoor,2016,Morning,Vegetarian,,1708369
000007b8,Telangana,Orientation,Outdoor,2010,Evening,Non-vegetarian,,101186
000007b9,Kerala,Housewarming,Indoor,2013,Afternoon,,,1720098
000007ba,Karnataka,Birthday,Outdoor,2011,Afternoon,Specific,Kerala Style,971364
000007bb,Jharkhand,Wedding,Outdoor,2015,Evening,Specific,Kerala Style,1826955
000007bc,Madhya Pradesh,Conference,Indoor,2017,Afternoon,Specific,North Indian,1528549
000007bd,Andhra Pradesh,First Holy Communion,Both,2013,Morning,,,1710623
000007be,Odisha,Conference,Indoor,2011,Evening,,,1493340
000007bf,Maharashtra,Wedding,Indoor,2016,Evening,,,1428076
000007c0,Assam,Orientation,Indoor,2014,Morning,Non-vegetarian,,239514
000007c1,Haryana,Baptism,Indoor,2011,Evening,Specific,Kerala Style,1838004
000007c2,Haryana,Birthday,Indoor,2014,Morning,Vegetarian,,661279
000007c3,Chhattisgarh,Conference,Indoor,2019,Morning,Non-vegetarian,,224823
000007c4,Assam,First Holy Communion,Both,2016,Evening,Vegetarian,,1184669
000007c5,Telangana,Wedding,Outdoor,2010,Morning,,,498375
000007c6,Kerala,Wedding,Both,2018,Afternoon,Vegetarian,,1607561
000007c7,Madhya Pradesh,Conference,Outdoor,2018,Evening,Vegetarian,,1422945
000007c8,Rajasthan,Orientation,Indoor,2010,Afternoon,,,1576183
000007c9,Uttarakhand,Wedding,Both,2012,Morning,Vegetarian,,490894
000007ca,Nagaland,Orientation,Both,2014,Morning,Specific,South Indian,1884982
000007cb,Punjab,First Holy Communion,Outdoor,2017,Evening,Vegetarian,,397083
000007cc,Arunachal Pradesh,Wedding,Outdoor,2017,Afternoon,,,1996035
000007cd,Telangana,First Holy Communion,Indoor,2018,Afternoon,Non-vegetarian,,1985123
000007ce,Karnataka,First Holy Communion,Outdoor,2011,Evening,Vegetarian,,440221
000007cf,Kerala,Birthday,Indoor,2010,Afternoon,Vegetarian,,175751
000007d0,Uttar Pradesh,Engagement,Indoor,2011,Morning,Non-vegetarian,,499021
000007d1,West Bengal,Wedding,Outdoor,2019,Afternoon,Vegetarian,,1802314
000007d2,Himachal Pradesh,Housewarming,Indoor,2010,Morning,Specific,North Indian,617454
000007d3,Nagaland,First Holy Communion,Outdoor,2013,Evening,,,1238845
000007d4,Karnataka,Housewarming,Outdoor,2015,Evening,Vegetarian,,1326732
000007d5,Chhattisgarh,First Holy Communion,Both,2018,Afternoon,Non-vegetarian,,1915827
000007d6,Kerala,Engagement,Both,2012,Evening,,,941169
000007d7,Uttar Pradesh,Birthday,Both,2010,Afternoon,,,253159
000007d8,Andhra Pradesh,Conference,Indoor,2012,Evening,Non-vegetarian,,1350694
000007d9,Odisha,Orientation,Outdoor,2012,Evening,,,299845
000007da,West Bengal,Housewarming,Outdoor,2013,Afternoon,Non-vegetarian,,1285422
000007db,Tamil Nadu,First Holy Communion,Both,2017,Evening,,,108907
000007dc,Uttar Pradesh,Housewarming,Both,2011,Morning,Non-vegetarian,,161668
000007dd,Manipur,Conference,Indoor,2014,Morning,Vegetarian,,1190524
000007de,Mizoram,Wedding,Outdoor,2013,Afternoon,Specific,North-East Style,1855499
000007df,Himachal Pradesh,Birthday,Both,2017,Afternoon,Specific,North Indian,544058
000007e0,Bihar,Housewarming,Both,2010,Evening,Vegetarian,,1106451
000007e1,Punjab,Engagement,Indoor,2018,Evening,,,1911012
000007e2,Tripura,First Holy Communion,Outdoor,2015,Afternoon,Specific,South Indian,806146
000007e3,Bihar,Birthday,Both,2018,Evening,Specific,South Indian,1068778
000007e4,Sikkim,Conference,Indoor,2017,Afternoon,Specific,North-East Style,1198597
000007e5,Meghalaya,Conference,Both,2015,Afternoon,Non-vegetarian,,750946
000007e6,Tripura,Housewarming,Outdoor,2012,Afternoon,Specific,North Indian,1184684
000007e7,Karnataka,Housewarming,Outdoor,2015,Morning,Vegetarian,,736129
000007e8,Gujarat,Wedding,Outdoor,2015,Evening,Vegetarian,,506012
000007e9,Manipur,First Holy Communion,Outdoor,2013,Morning,Vegetarian,,608948
000007ea,Kerala,Conference,Both,2010,Afternoon,,,861411
000007eb,Assam,Orientation,Both,2016,Morning,Non-vegetarian,,1534575
000007ec,Chhattisgarh,First Holy Communion,Outdoor,2019,Evening,,,1153356
000007ed,Haryana,Orientation,Outdoor,2011,Afternoon,Specific,North-East Style,1876445
